date,weekend,rain,snowdpth,snow,trips,pmt
2013-07-18,0,0,0,0,"	513766",2479712
2013-07-19,0,0,0,0,"	515946",2541115
2013-07-20,1,0,0,0,"	485994",2533093
2013-07-21,1,0,0,0,"	414532",2421537
2013-07-22,0,0.06,0,0,"	440457",2196011
2013-07-23,0,0.31,0,0,"	465257",2274590
2013-07-24,0,0,0,0,"	476404",2350253
2013-07-25,0,0.01,0,0,"	487993",2431001
2013-07-26,0,0,0,0,"	483652",2450856
2013-07-27,1,0,0,0,"	457849",2463534
2013-07-28,1,0.24,0,0,"	415239",2382351
2013-07-29,0,0.01,0,0,"	409210",2177721
2013-07-30,0,0,0,0,"	443487",2154980
2013-07-31,0,0,0,0,"	459413",2254027
2013-08-01,0,0.65,0,0,"	307226",1267755
2013-08-02,0,0,0,0,"	236714",911648
2013-08-03,1,0.06,0,0,"	226507",950734
2013-08-04,1,0,0,0,"	202288",936664
2013-08-05,0,0,0,0,"	406360",2130132
2013-08-06,0,0,0,0,"	448234",2191962
2013-08-07,0,0,0,0,"	465610",2303968
2013-08-08,0,0.46,0,0,"	437111",2196054
2013-08-09,0,0.05,0,0,"	489264",2497772
2013-08-10,1,0,0,0,"	445024",2428254
2013-08-11,1,0,0,0,"	195405",1439123
2013-08-12,0,0.05,0,0,"	399247",2101449
2013-08-13,0,0.85,0,0,"	449925",2177539
2013-08-14,0,0,0,0,"	457828",2282304
2013-08-15,0,0,0,0,"	473517",2442528
2013-08-16,0,0,0,0,"	449746",2385593
2013-08-17,1,0,0,0,"	438062",2447181
2013-08-18,1,0,0,0,"	390897",2355986
2013-08-19,0,0,0,0,"	397324",2108546
2013-08-20,0,0,0,0,"	432518",2154085
2013-08-21,0,0,0,0,"	454058",2285230
2013-08-22,0,0.25,0,0,"	471218",2357206
2013-08-23,0,0,0,0,"	464458",2460734
2013-08-24,1,0,0,0,"	448458",2485612
2013-08-25,1,0,0,0,"	400725",2435605
2013-08-26,0,0.04,0,0,"	394372",2114101
2013-08-27,0,0.01,0,0,"	422772",2114524
2013-08-28,0,0.43,0,0,"	444708",2205019
2013-08-29,0,0,0,0,"	455427",2399139
2013-08-30,0,0,0,0,"	456795",2494579
2013-08-31,1,0,0,0,"	434529",2457462
2013-09-01,1,0,0,0,"	384470",2228224
2013-09-02,0,0.05,0,0,"	332266",2068841
2013-09-03,0,0.03,0,0,"	422359",2236191
2013-09-04,0,0,0,0,"	453983",2219647
2013-09-05,0,0,0,0,"	467390",2308271
2013-09-06,0,0,0,0,"	508640",2529141
2013-09-07,1,0,0,0,"	511269",2668514
2013-09-08,1,0,0,0,"	462607",2648284
2013-09-09,0,0,0,0,"	451162",2315087
2013-09-10,0,0.01,0,0,"	483385",2317746
2013-09-11,0,0,0,0,"	501093",2344469
2013-09-12,0,1.6,0,0,"	503526",2480741
2013-09-13,0,0.06,0,0,"	523279",2692644
2013-09-14,1,0,0,0,"	518169",2663594
2013-09-15,1,0,0,0,"	462795",2640075
2013-09-16,0,0.03,0,0,"	444748",2265019
2013-09-17,0,0,0,0,"	468093",2254946
2013-09-18,0,0,0,0,"	484596",2368610
2013-09-19,0,0,0,0,"	504010",2536214
2013-09-20,0,0,0,0,"	523123",2691783
2013-09-21,1,0.72,0,0,"	535226",2790251
2013-09-22,1,0.45,0,0,"	457166",2676968
2013-09-23,0,0,0,0,"	411837",2146296
2013-09-24,0,0,0,0,"	435121",2112893
2013-09-25,0,0,0,0,"	461769",2287003
2013-09-26,0,0,0,0,"	484958",2449422
2013-09-27,0,0,0,0,"	502250",2588157
2013-09-28,1,0,0,0,"	526082",2756141
2013-09-29,1,0,0,0,"	457888",2701542
2013-09-30,0,0,0,0,"	424431",2221612
2013-10-01,0,0,0,0,"	452769",2198285
2013-10-02,0,0,0,0,"	475182",2313239
2013-10-03,0,0,0,0,"	496807",2485505
2013-10-04,0,0,0,0,"	520937",2612535
2013-10-05,1,0,0,0,"	538444",2722949
2013-10-06,1,0,0,0,"	457691",2657251
2013-10-07,0,0.25,0,0,"	426030",2136450
2013-10-08,0,0,0,0,"	459784",2211630
2013-10-09,0,0,0,0,"	484883",2356914
2013-10-10,0,0,0,0,"	507456",2523346
2013-10-11,0,0.02,0,0,"	516171",2642529
2013-10-12,1,0,0,0,"	524068",2757738
2013-10-13,1,0,0,0,"	462766",2661781
2013-10-14,0,0,0,0,"	403416",2213948
2013-10-15,0,0,0,0,"	430354",2176855
2013-10-16,0,0,0,0,"	477305",2349964
2013-10-17,0,0.02,0,0,"	506341",2536695
2013-10-18,0,0,0,0,"	526590",2670680
2013-10-19,1,0.01,0,0,"	549186",2806213
2013-10-20,1,0,0,0,"	473864",2740610
2013-10-21,0,0,0,0,"	435562",2223848
2013-10-22,0,0,0,0,"	466786",2245350
2013-10-23,0,0,0,0,"	495387",2377324
2013-10-24,0,0,0,0,"	513937",2547634
2013-10-25,0,0,0,0,"	530999",2644146
2013-10-26,1,0,0,0,"	536130",2752941
2013-10-27,1,0,0,0,"	468421",2742832
2013-10-28,0,0,0,0,"	432200",2192850
2013-10-29,0,0,0,0,"	463945",2169189
2013-10-30,0,0,0,0,"	481728",2294195
2013-10-31,0,0.06,0,0,"	489417",2356671
2013-11-01,0,0.13,0,0,"	555745",2808856
2013-11-02,1,0,0,0,"	550253",2736745
2013-11-03,1,0,0,0,"	482847",2690857
2013-11-04,0,0,0,0,"	448323",2278942
2013-11-05,0,0,0,0,"	467508",2230604
2013-11-06,0,0,0,0,"	483207",2306924
2013-11-07,0,0.13,0,0,"	508154",2494557
2013-11-08,0,0,0,0,"	528447",2640860
2013-11-09,1,0,0,0,"	545002",2693156
2013-11-10,1,0,0,0,"	473151",2624604
2013-11-11,0,0,0,0,"	417822",2182159
2013-11-12,0,0.03,0,0,"	473987",2193367
2013-11-13,0,0,0,0,"	492095",2290467
2013-11-14,0,0,0,0,"	506377",2447082
2013-11-15,0,0,0,0,"	514297",2547759
2013-11-16,1,0.05,0,0,"	538546",2689998
2013-11-17,1,0.03,0,0,"	464838",2603619
2013-11-18,0,0.22,0,0,"	425004",2152148
2013-11-19,0,0,0,0,"	475478",2185522
2013-11-20,0,0,0,0,"	493407",2305385
2013-11-21,0,0,0,0,"	497944",2423156
2013-11-22,0,0.07,0,0,"	524547",2556513
2013-11-23,1,0,0,0,"	553845",2725034
2013-11-24,1,0,0,0,"	498122",2560670
2013-11-25,0,0,0,0,"	445802",2060805
2013-11-26,0,0.51,0,0,"	438122",2082544
2013-11-27,0,1.98,0,0,"	447133",2086914
2013-11-28,0,0,0,0,"	331610",1844206
2013-11-29,0,0,0,0,"	373808",1797441
2013-11-30,1,0,0,0,"	433028",2281952
2013-12-01,1,0,0,0,"	398089",2390571
2013-12-02,0,0,0,0,"	427094",2285198
2013-12-03,0,0,0,0,"	463782",2273166
2013-12-04,0,0,0,0,"	471838",2317693
2013-12-05,0,0.01,0,0,"	498220",2483732
2013-12-06,0,0.73,0,0,"	530748",2629499
2013-12-07,1,0.14,0,0,"	552655",2731408
2013-12-08,1,0.08,0,0.7,"	488180",2686530
2013-12-09,0,0.3,0,0,"	452108",2255105
2013-12-10,0,0.23,0,1.4,"	478456",2216498
2013-12-11,0,0,0,0,"	485363",2366148
2013-12-12,0,0,0,0,"	507534",2535639
2013-12-13,0,0,0,0,"	543606",2714903
2013-12-14,1,0.73,0,5,"	516303",2510556
2013-12-15,1,0.72,3.1,0,"	458267",2510351
2013-12-16,0,0,3.1,0,"	454088",2243251
2013-12-17,0,0.19,3.1,1.5,"	481726",2247197
2013-12-18,0,0,3.9,0,"	488390",2403078
2013-12-19,0,0,3.1,0,"	496031",2507810
2013-12-20,0,0,3.1,0,"	520424",2677120
2013-12-21,1,0.01,1.2,0,"	478717",2549430
2013-12-22,1,0,0,0,"	403373",2253243
2013-12-23,0,0.51,0,0,"	385241",1897164
2013-12-24,0,0,0,0,"	369596",1774652
2013-12-25,0,0,0,0,"	245723",1415704
2013-12-26,0,0,0,0,"	321895",1709114
2013-12-27,0,0,0,0,"	381837",2047737
2013-12-28,1,0,0,0,"	391307",2195507
2013-12-29,1,1.2,0,0,"	407235",2312966
2013-12-30,0,0,0,0,"	405705",2133264
2013-12-31,0,0,0,0,"	467587",2265849
2014-01-01,0,0,0,0,"	420810",2576535
2014-01-02,0,0.33,0,3.1,"	359957",1802026
2014-01-03,0,0.29,5.9,3.3,"	275469",1416952
2014-01-04,1,0,5.9,0,"	417499",2095195
2014-01-05,1,0.14,3.9,0,"	388542",2104030
2014-01-06,0,0.36,1.2,0,"	395445",1974823
2014-01-07,0,0,0,0,"	460050",2042731
2014-01-08,0,0,0,0,"	473611",2094533
2014-01-09,0,0,0,0,"	479712",2207632
2014-01-10,0,0.11,0,0,"	507732",2327305
2014-01-11,1,0.5,0,0,"	511172",2433713
2014-01-12,1,0.05,0,0,"	450487",2419176
2014-01-13,0,0,0,0,"	419698",1988591
2014-01-14,0,0.38,0,0,"	454108",2028165
2014-01-15,0,0,0,0,"	466443",2228766
2014-01-16,0,0,0,0,"	482032",2287242
2014-01-17,0,0,0,0,"	490852",2388492
2014-01-18,1,0.07,0,0,"	507033",2450053
2014-01-19,1,0,0,0,"	462238",2364088
2014-01-20,0,0,0,0,"	378450",2031600
2014-01-21,0,0.46,0,11,"	255518",1080625
2014-01-22,0,0.02,11,0.5,"	377773",1754430
2014-01-23,0,0,7.1,0,"	462469",2220483
2014-01-24,0,0,5.9,0,"	509508",2367264
2014-01-25,1,0.04,3.9,1,"	530551",2461137
2014-01-26,1,0,3.9,0,"	457026",2369601
2014-01-27,0,0,3.1,0,"	418858",1939063
2014-01-28,0,0,1.2,0,"	468729",2021679
2014-01-29,0,0.04,2,0.8,"	477984",2105352
2014-01-30,0,0,1,0,"	495969",2263127
2014-01-31,0,0,1.2,0,"	526748",2455915
2014-02-01,1,0,1.2,0,"	533783",2535656
2014-02-02,1,0,1.2,0,"	464225",2396314
2014-02-03,0,1.17,1.2,8,"	382517",1870718
2014-02-04,0,0,7.9,0,"	454444",2099456
2014-02-05,0,1.43,9.1,4,"	413853",1789050
2014-02-06,0,0,9.1,0,"	478790",2262183
2014-02-07,0,0,9.1,0,"	512217",2414586
2014-02-08,1,0,9.1,0,"	549967",2542633
2014-02-09,1,0.1,7.9,1.2,"	466492",2393586
2014-02-10,0,0,9.8,0,"	435911",2022679
2014-02-11,0,0,9.8,0,"	489373",2152252
2014-02-12,0,0,9.8,0,"	481967",2177909
2014-02-13,0,1.78,11.8,9.5,"	326187",1468152
2014-02-14,0,0.3,18.1,3,"	472229",2346086
2014-02-15,1,0.13,18.1,1.6,"	491375",2413533
2014-02-16,1,0,18.1,0,"	457332",2335319
2014-02-17,0,0,16.9,0,"	391723",2039830
2014-02-18,0,0.16,18.1,1.5,"	419655",1997596
2014-02-19,0,0.26,16.9,0,"	446126",2084467
2014-02-20,0,0.03,15,0,"	466020",2239104
2014-02-21,0,0.09,13,0,"	503515",2367834
2014-02-22,1,0,9.8,0,"	522080",2596586
2014-02-23,1,0,9.1,0,"	442458",2436815
2014-02-24,0,0,5.9,0,"	439480",2099260
2014-02-25,0,0,5.9,0,"	472383",2140531
2014-02-26,0,0.03,5.9,0.2,"	492982",2239194
2014-02-27,0,0,5.9,0,"	512342",2391204
2014-02-28,0,0,5.9,0,"	544363",2566250
2014-03-01,1,0,5.9,0,"	554906",2717002
2014-03-02,1,0,5.1,0,"	462065",2504095
2014-03-03,0,0.04,5.1,0.1,"	463982",2118510
